word,tag,x_coord,y_coord,count,frequence,opacity,pos_tag,true_tag
Live,Verb,7.37,51.97,807,0.00046100000000000004,1.0,VBP,verb
Theyre,Noun,7.89,103.67,805,0.0004599,1.0,NN,noun
Far,Adverb,112.2,-22.63,804,0.0004593,1.0,RB,adverb
Sister,Noun,1.35,47.98,803,0.0004587,1.0,NN,noun
Worried,Verb,19.32,83.46,802,0.00045819999999999997,1.0,VBN,verb
Surprised,Adjective,-0.81,91.55,800,0.0004570000000000001,1.0,JJ,adjective
Stand,Verb,43.85,71.75,800,0.0004570000000000001,1.0,VBP,verb
Showed,Verb,-76.54,71.39,798,0.0004559,1.0,VBD,verb
Moms,Proper Noun,15.07,51.14,798,0.0004559,1.0,NNP,proper noun
Opened,Verb,105.02,11.99,794,0.0004536,1.0,VBD,verb
Except,Other,1.62,27.45,792,0.0004524,1.0,IN,other
Times,Noun,74.2,-10.39,792,0.0004524,1.0,NNS,noun
Able,Adjective,12.58,92.96,790,0.00045129999999999997,1.0,JJ,adjective
Desk,Noun,-53.36,96.95,788,0.0004502,1.0,NN,noun
Yes,Noun,15.9,105.87,786,0.000449,1.0,NN,noun
Werent,Verb,55.9,56.14,785,0.0004484,1.0,VBP,verb
Taken,Verb,53.0,40.14,782,0.00044669999999999996,1.0,VBN,verb
Hotel,Noun,8.77,53.59,782,0.00044669999999999996,1.0,NN,noun
Eyes,Noun,51.9,74.77,776,0.0004433,1.0,NNS,noun
Rooms,Noun,69.04,30.44,774,0.00044219999999999996,1.0,NNS,noun
Eating,Verb,52.75,34.01,773,0.0004416000000000001,1.0,VBG,verb
Nothing,Noun,3.91,108.07,768,0.0004386999999999999,1.0,NN,noun
Darren,Proper Noun,14.54,51.44,765,0.000437,1.0,NNP,proper noun
Wonder,Verb,13.68,90.47,764,0.0004364,1.0,VBP,verb
Tree,Noun,84.16,-32.98,764,0.0004364,1.0,NN,noun
Always,Adverb,1.92,93.95,764,0.0004364,1.0,RB,adverb
Steps,Noun,98.17,5.93,761,0.00043469999999999994,1.0,NNS,noun
Town,Noun,117.72,-32.59,757,0.0004324,1.0,NN,noun
Died,Verb,99.14,42.45,754,0.00043069999999999995,1.0,VBD,verb
College,Noun,-50.33,96.47,750,0.0004284,1.0,NN,noun
Rest,Noun,-53.63,85.19,746,0.00042619999999999995,1.0,NN,noun
Killed,Verb,90.18,-18.08,745,0.00042560000000000015,1.0,VBD,verb
Kill,Verb,90.15,-17.99,745,0.00042560000000000015,1.0,VB,verb
Bunch,Noun,69.43,23.44,744,0.000425,1.0,NN,noun
Fell,Verb,97.9,-13.1,742,0.0004239,1.0,VBD,verb
Year,Noun,-48.01,95.84,735,0.00041989999999999996,1.0,NN,noun
Asking,Verb,-30.35,108.59,735,0.00041989999999999996,1.0,VBG,verb
Holding,Verb,50.1,80.11,734,0.00041930000000000016,1.0,VBG,verb
Alone,Adverb,27.42,81.3,733,0.00041870000000000004,1.0,RB,adverb
Hill,Noun,114.92,-22.15,728,0.00041589999999999997,1.0,NN,noun
Drove,Verb,117.89,-23.92,726,0.00041470000000000016,1.0,VBD,verb
Towards,Noun,111.07,-19.31,725,0.0004141999999999999,1.0,NNS,noun
Kiss,Verb,38.93,83.11,723,0.000413,1.0,VB,verb
Ride,Noun,115.86,-27.27,722,0.00041239999999999994,1.0,NN,noun
Leaving,Verb,26.75,98.67,722,0.00041239999999999994,1.0,VBG,verb
Afraid,Adjective,95.97,-20.43,721,0.0004119,1.0,JJ,adjective
Glass,Noun,68.42,27.22,719,0.0004107,1.0,NN,noun
Police,Noun,89.77,-8.84,719,0.0004107,1.0,NN,noun
Gun,Noun,90.26,-19.4,717,0.0004096,1.0,NN,noun
Half,Noun,67.77,-4.1,715,0.0004085,1.0,NN,noun
Setting,Proper Noun,-66.51,81.1,715,0.0004085,1.0,NNP,proper noun
Meet,Verb,4.66,54.77,714,0.0004079,1.0,VB,verb
Arm,Noun,49.19,81.82,709,0.000405,1.0,NN,noun
Short,Adjective,94.34,33.44,707,0.00040389999999999995,1.0,JJ,adjective
Sometimes,Adverb,84.68,-7.34,702,0.000401,1.0,RB,adverb
Dressed,Verb,94.09,29.13,699,0.00039930000000000016,1.0,VBN,verb
Changed,Verb,-52.05,65.61,698,0.0003987,1.0,VBD,verb
Bottom,Noun,94.63,4.75,694,0.0003965,1.0,NN,noun
Song,Noun,-30.86,90.1,693,0.0003959,1.0,NN,noun
Cut,Verb,52.98,78.83,690,0.0003942,1.0,VB,verb
Putting,Verb,63.02,25.45,688,0.000393,1.0,VBG,verb
Dress,Noun,95.24,29.13,688,0.000393,1.0,NN,noun
Starts,Verb,38.75,69.66,687,0.0003925,1.0,VBZ,verb
Space,Noun,77.65,23.12,686,0.0003919,1.0,NN,noun
Wife,Noun,35.84,92.74,685,0.0003913,1.0,NN,noun
Older,Adjective,39.49,95.02,681,0.000389,1.0,JJR,adjective
Video,Noun,-44.03,102.87,680,0.00038849999999999996,1.0,NN,noun
Hot,Adjective,56.32,7.08,678,0.00038730000000000004,1.0,JJ,adjective
Fall,Verb,97.14,-35.92,677,0.0003867,1.0,VB,verb
Feelings,Noun,-15.48,86.66,676,0.0003862,1.0,NNS,noun
Stage,Noun,-28.67,87.77,674,0.00038500000000000003,1.0,NN,noun
Upstairs,Adjective,66.76,43.03,673,0.0003845,1.0,JJ,adjective
Lights,Noun,93.26,16.4,672,0.0003839,1.0,NNS,noun
Body,Noun,54.56,77.79,669,0.0003822,1.0,NN,noun
Fun,Noun,-6.16,83.33,668,0.0003816,1.0,NN,noun
Mary,Proper Noun,34.49,82.54,668,0.0003816,1.0,NNP,proper noun
Soon,Adverb,-2.2,106.42,668,0.0003816,1.0,RB,adverb
Grabbed,Verb,99.49,-12.66,668,0.0003816,1.0,VBD,verb
Dance,Noun,-29.89,87.5,668,0.0003816,1.0,NN,noun
Number,Noun,-35.04,102.97,667,0.000381,1.0,NN,noun
Aunt,Proper Noun,6.12,48.3,663,0.0003787,1.0,NNP,proper noun
Cars,Noun,116.54,-24.22,663,0.0003787,1.0,NNS,noun
Books,Noun,-41.76,100.59,661,0.0003776,1.0,NNS,noun
Type,Noun,73.41,18.11,661,0.0003776,1.0,NN,noun
Figure,Verb,-19.18,111.71,660,0.000377,1.0,VB,verb
Piece,Noun,62.18,28.53,659,0.0003765,1.0,NN,noun
Closed,Verb,104.9,12.42,656,0.0003747,1.0,VBD,verb
Hanging,Verb,93.19,-1.8,655,0.0003742,1.0,VBG,verb
Picked,Verb,60.47,24.72,652,0.0003725,1.0,VBD,verb
Morning,Noun,-20.13,102.3,651,0.0003719,1.0,NN,noun
Mean,Verb,3.31,91.72,651,0.0003719,1.0,VBP,verb
Parents,Noun,3.54,51.25,649,0.0003707,1.0,NNS,noun
Noticed,Verb,94.53,-4.31,648,0.0003702,1.0,VBD,verb
Using,Verb,60.6,29.62,648,0.0003702,1.0,VBG,verb
Scene,Noun,-68.48,68.88,645,0.0003685,1.0,NN,noun
Shirt,Noun,95.84,28.21,643,0.0003673,1.0,NN,noun
Pictures,Noun,-41.19,106.15,642,0.00036669999999999997,1.0,NNS,noun
Meeting,Noun,-42.43,80.41,641,0.0003662,1.0,NN,noun
Beautiful,Adjective,88.67,16.33,641,0.0003662,1.0,JJ,adjective
Elevator,Noun,96.91,5.91,640,0.0003656,1.0,NN,noun
Concerned,Verb,11.7,91.54,631,0.0003605,1.0,VBN,verb
Check,Verb,-18.64,109.61,630,0.00035989999999999997,1.0,VB,verb
Dreams,Noun,49.64,62.6,628,0.0003588,1.0,NNS,noun
Okay,Adjective,7.21,98.98,627,0.0003582,1.0,JJ,adjective
Probably,Adverb,5.69,101.4,620,0.0003542,1.0,RB,adverb
Caught,Verb,96.24,-16.27,618,0.00035299999999999996,1.0,VBD,verb
Kid,Noun,-70.39,80.6,616,0.0003519,1.0,NN,noun
Beach,Noun,98.76,-43.21,615,0.0003513,1.0,NN,noun
Hell,Noun,14.31,98.65,614,0.0003508,1.0,NN,noun
Tape,Noun,29.4,45.77,611,0.000349,1.0,NN,noun
Minutes,Noun,-17.89,101.91,610,0.0003485,1.0,NNS,noun
Seeing,Verb,3.03,109.6,609,0.00034789999999999995,1.0,VBG,verb
Plane,Noun,101.68,-40.38,607,0.00034679999999999997,1.0,NN,noun
Ahead,Adverb,110.86,-23.72,607,0.00034679999999999997,1.0,RB,adverb
Gotten,Verb,-13.51,108.73,606,0.00034619999999999996,1.0,VBN,verb
Windows,Noun,101.81,10.82,605,0.00034560000000000005,1.0,NNS,noun
Sleeping,Verb,53.58,63.48,604,0.00034500000000000004,1.0,VBG,verb
Strange,Adjective,11.86,14.23,603,0.00034449999999999997,1.0,JJ,adjective
Fat,Adjective,63.7,3.27,602,0.00034389999999999996,1.0,JJ,adjective
Hide,Verb,93.31,-14.2,599,0.00034219999999999997,1.0,VB,verb
Married,Verb,35.12,92.69,597,0.000341,1.0,VBN,verb
Sad,Adjective,23.03,85.46,593,0.0003388,1.0,JJ,adjective
Brown,Adjective,86.75,19.75,593,0.0003388,1.0,JJ,adjective
Characters,Proper Noun,-15.99,86.64,592,0.0003382,1.0,NNP,proper noun
Singing,Verb,-30.69,89.57,591,0.0003376,1.0,VBG,verb
Doctor,Noun,-27.94,107.59,591,0.0003376,1.0,NN,noun
Rather,Adverb,6.4,103.19,590,0.000337,1.0,RB,adverb
Samantha,Proper Noun,-58.91,89.7,590,0.000337,1.0,NNP,proper noun
Edge,Noun,97.87,-36.72,589,0.00033650000000000005,1.0,NN,noun
Shot,Noun,90.0,-18.97,581,0.0003319,1.0,NN,noun
Photo,Noun,-76.21,75.79,580,0.00033130000000000003,1.0,NN,noun
Least,Adjective,5.58,103.15,578,0.0003302,1.0,JJS,adjective
Best,Adjective,-10.59,84.89,578,0.0003302,1.0,JJS,adjective
Station,Noun,117.9,-26.31,577,0.00032960000000000004,1.0,NN,noun
Yellow,Adjective,85.92,19.56,575,0.0003285,1.0,JJ,adjective
Restaurant,Noun,44.22,30.49,575,0.0003285,1.0,NN,noun
Staying,Verb,8.61,53.42,571,0.0003262,1.0,VBG,verb
Pay,Verb,45.02,43.93,570,0.0003256,1.0,VB,verb
Youre,Noun,15.36,105.36,570,0.0003256,1.0,NN,noun
Shoes,Noun,96.0,27.2,570,0.0003256,1.0,NNS,noun
Naked,Adjective,56.47,69.67,568,0.00032450000000000003,1.0,JJ,adjective
Matthew,Proper Noun,-8.43,52.83,565,0.00032280000000000004,1.0,NNP,proper noun
Takes,Verb,40.89,63.61,563,0.0003216,1.0,VBZ,verb
Dinner,Noun,47.1,31.43,562,0.000321,1.0,NN,noun
Empty,Adjective,68.01,27.02,561,0.0003205,1.0,JJ,adjective
Mr,Proper Noun,-54.04,93.54,559,0.0003193,1.0,NNP,proper noun
Embarrassed,Adjective,31.28,83.59,558,0.0003188,1.0,JJ,adjective
Crazy,Adjective,82.87,-17.47,558,0.0003188,1.0,JJ,adjective
Buy,Verb,36.27,34.89,557,0.0003182,1.0,VB,verb
Fish,Noun,56.25,32.46,555,0.000317,1.0,NN,noun
17I,Noun,-64.5,81.91,555,0.000317,1.0,NN,noun
Frank,Proper Noun,-2.16,50.65,555,0.000317,1.0,NNP,proper noun
Brought,Verb,50.02,31.5,554,0.0003165,1.0,VBD,verb
Crying,Verb,21.39,84.95,553,0.0003159,1.0,VBG,verb
Air,Noun,97.57,-40.07,551,0.0003148,1.0,NN,noun
Uncle,Proper Noun,6.11,48.29,551,0.0003148,1.0,NNP,proper noun
Remembered,Verb,-11.18,108.6,551,0.0003148,1.0,VBD,verb
Boys,Noun,-73.33,81.3,549,0.00031360000000000003,1.0,NNS,noun
Helping,Verb,24.2,91.26,547,0.0003125,1.0,VBG,verb
Mind,Noun,1.95,95.81,547,0.0003125,1.0,NN,noun
Tall,Adjective,87.47,15.41,544,0.0003108,1.0,JJ,adjective
Plastic,Noun,84.67,13.95,542,0.0003096,1.0,NN,noun
Clean,Verb,64.05,37.61,541,0.00030910000000000003,1.0,VB,verb
Voice,Noun,19.16,101.81,541,0.00030910000000000003,1.0,NN,noun
Shower,Noun,69.92,39.53,540,0.0003085,1.0,NN,noun
Arms,Noun,48.76,81.61,540,0.0003085,1.0,NNS,noun
Great,Adjective,-7.46,82.62,539,0.00030789999999999995,1.0,JJ,adjective
Child,Noun,37.42,92.72,537,0.00030680000000000003,1.0,NN,noun
Male,Noun,-48.03,71.9,537,0.00030680000000000003,1.0,NN,noun
Trip,Noun,36.61,51.35,537,0.00030680000000000003,1.0,NN,noun
Words,Noun,-36.2,105.98,537,0.00030680000000000003,1.0,NNS,noun
Funny,Adjective,27.5,76.6,536,0.00030619999999999996,1.0,JJ,adjective
Break,Verb,82.15,-19.48,536,0.00030619999999999996,1.0,VB,verb
University,Noun,-50.05,96.21,535,0.0003056,1.0,NN,noun
Swimming,Verb,98.56,-44.9,533,0.0003045,1.0,VBG,verb
Tiny,Adjective,82.96,10.29,533,0.0003045,1.0,JJ,adjective
Center,Noun,-42.93,82.19,528,0.0003016,1.0,NN,noun
Zombies,Noun,91.84,-14.21,528,0.0003016,1.0,NNS,noun
River,Noun,99.92,-42.86,526,0.0003005,1.0,NN,noun
Husband,Noun,35.79,92.74,526,0.0003005,1.0,NN,noun
Path,Noun,114.65,-22.03,522,0.0002982,1.0,NN,noun
Writing,Verb,-37.82,106.05,522,0.0002982,1.0,VBG,verb
Story,Noun,-22.48,80.56,521,0.0002976,1.0,NN,noun
16I,Noun,-65.72,82.25,518,0.0002959,1.0,NN,noun
Machine,Noun,60.38,29.53,518,0.0002959,1.0,NN,noun
Shut,Verb,105.21,12.89,517,0.0002953,1.0,VB,verb
Couch,Noun,57.8,67.38,517,0.0002953,1.0,NN,noun
Course,Noun,3.62,99.64,517,0.0002953,1.0,NN,noun
Problem,Noun,-2.86,95.62,515,0.0002942,1.0,NN,noun
Toward,Other,102.87,-22.51,515,0.0002942,1.0,IN,other
Worked,Verb,-43.5,91.96,513,0.0002931,1.0,VBD,verb
Pants,Noun,95.84,27.84,512,0.0002925,1.0,NNS,noun
Yard,Noun,113.39,-13.45,512,0.0002925,1.0,NN,noun
Write,Verb,-37.5,106.35,512,0.0002925,1.0,VB,verb
Daughter,Noun,36.78,92.7,511,0.00029189999999999994,1.0,NN,noun
18I,Noun,-64.33,81.86,510,0.00029130000000000003,1.0,NN,noun
Five,Other,55.7,49.58,510,0.00029130000000000003,1.0,CD,other
Ms,Proper Noun,-54.14,93.52,508,0.00029019999999999995,1.0,NNP,proper noun
Locked,Verb,104.99,13.1,508,0.00029019999999999995,1.0,VBD,verb
Bl,Noun,6.12,90.38,507,0.00028960000000000005,1.0,NN,noun
Lunch,Noun,71.89,50.01,506,0.0002891,1.0,NN,noun
Main,Adjective,103.04,6.21,506,0.0002891,1.0,JJ,adjective
Jumped,Verb,97.96,-12.98,505,0.00028849999999999997,1.0,VBD,verb
Nearby,Adjective,75.67,-45.81,505,0.00028849999999999997,1.0,JJ,adjective
Step,Noun,97.57,5.29,504,0.00028789999999999995,1.0,NN,noun
Covered,Verb,69.02,35.21,503,0.00028730000000000004,1.0,VBN,verb
Return,Verb,25.57,97.24,501,0.0002862,1.0,VB,verb
Hospital,Noun,-80.77,36.78,501,0.0002862,1.0,NN,noun
Walls,Noun,94.18,10.06,499,0.00028510000000000005,1.0,NNS,noun
Apparently,Adverb,30.06,21.33,498,0.00028450000000000003,1.0,RB,adverb
Counter,Noun,49.24,34.08,498,0.00028450000000000003,1.0,NN,noun
Leaves,Verb,29.41,88.38,498,0.00028450000000000003,1.0,VBZ,verb
World,Noun,26.19,52.28,497,0.0002839,1.0,NN,noun
Giving,Verb,-45.82,90.62,497,0.0002839,1.0,VBG,verb
Hole,Noun,89.87,8.83,494,0.00028220000000000003,1.0,NN,noun
Lived,Verb,7.89,52.3,493,0.0002816,1.0,VBD,verb
Tables,Noun,68.87,53.89,493,0.0002816,1.0,NNS,noun
Catch,Verb,93.15,-20.55,493,0.0002816,1.0,VB,verb
Anyone,Noun,-1.71,99.76,493,0.0002816,1.0,NN,noun
Wake,Verb,51.85,63.14,492,0.0002811000000000001,1.0,VBP,verb
Odd,Adjective,6.92,107.93,492,0.0002811000000000001,1.0,JJ,adjective
Test,Noun,-49.39,94.52,491,0.00028050000000000004,1.0,NN,noun
Snow,Noun,116.53,-15.58,491,0.00028050000000000004,1.0,NN,noun
Mouth,Noun,54.64,79.01,489,0.0002793,1.0,NN,noun
Reading,Verb,-38.92,105.76,489,0.0002793,1.0,VBG,verb
Legs,Noun,49.81,78.82,488,0.0002788,1.0,NNS,noun
Parking,Noun,117.87,-23.2,487,0.0002782,1.0,NN,noun
Makes,Verb,38.07,72.4,483,0.0002759,1.0,VBZ,verb
Turns,Verb,39.64,67.8,482,0.0002753,1.0,VBZ,verb
Wood,Noun,94.53,9.5,482,0.0002753,1.0,NN,noun
Laughing,Verb,28.82,76.68,481,0.0002748,1.0,VBG,verb
Cold,Adjective,69.52,36.3,481,0.0002748,1.0,JJ,adjective
Blood,Noun,54.84,78.67,481,0.0002748,1.0,NN,noun
Lake,Noun,100.13,-42.8,481,0.0002748,1.0,NN,noun
Follow,Verb,76.78,49.8,481,0.0002748,1.0,VB,verb
Talked,Verb,-9.29,113.33,480,0.0002742,1.0,VBD,verb
Round,Noun,85.81,11.63,480,0.0002742,1.0,NN,noun
Whatever,Other,-3.15,96.81,480,0.0002742,1.0,WDT,other
Walks,Verb,35.17,73.3,480,0.0002742,1.0,VBZ,verb
Photos,Noun,-76.21,75.8,479,0.00027360000000000004,1.0,NNS,noun
Meant,Verb,1.36,88.75,479,0.00027360000000000004,1.0,VBD,verb
Finished,Verb,-16.43,106.32,479,0.00027360000000000004,1.0,VBD,verb
Foot,Noun,98.63,-26.23,476,0.0002719,1.0,NN,noun
Wondered,Verb,-9.19,109.04,476,0.0002719,1.0,VBD,verb
Stephen,Proper Noun,0.9,42.77,475,0.0002713,1.0,NNP,proper noun
Waking,Verb,36.74,57.09,473,0.0002702,1.0,VBG,verb
Days,Noun,-18.25,99.79,473,0.0002702,1.0,NNS,noun
Tired,Adjective,27.56,92.85,473,0.0002702,1.0,JJ,adjective
Seats,Noun,71.05,53.69,471,0.00026910000000000004,1.0,NNS,noun
Fine,Adjective,7.33,97.88,468,0.0002673,1.0,JJ,adjective
Every,Other,-17.12,93.39,467,0.00026680000000000003,1.0,DT,other
Including,Verb,-47.34,75.36,467,0.00026680000000000003,1.0,VBG,verb
Asleep,Adverb,52.71,63.31,467,0.00026680000000000003,1.0,RB,adverb
Explain,Verb,5.33,88.06,467,0.00026680000000000003,1.0,VB,verb
Lay,Verb,56.31,67.87,467,0.00026680000000000003,1.0,VBD,verb
Bring,Verb,46.53,30.18,466,0.00026619999999999997,1.0,VB,verb
Boyfriend,Noun,-79.16,66.79,466,0.00026619999999999997,1.0,NN,noun
Thoughts,Proper Noun,-15.64,86.65,466,0.00026619999999999997,1.0,NNP,proper noun
Seated,Verb,67.64,58.64,465,0.0002656,1.0,VBN,verb
Idea,Noun,-10.08,83.55,465,0.0002656,1.0,NN,noun
Understand,Verb,5.44,88.38,465,0.0002656,1.0,VB,verb
Nana,Proper Noun,15.85,50.78,464,0.00026510000000000005,1.0,NNP,proper noun
Mrs,Proper Noun,-53.03,93.33,464,0.00026510000000000005,1.0,NNP,proper noun
Row,Noun,70.94,53.56,463,0.0002645,1.0,NN,noun
Classmate,Noun,-4.28,42.64,463,0.0002645,1.0,NN,noun
Places,Noun,76.75,22.98,461,0.0002634,1.0,NNS,noun
Section,Noun,72.35,23.07,461,0.0002634,1.0,NN,noun
Grab,Verb,95.9,-26.99,460,0.0002628,1.0,VB,verb
Written,Verb,-38.61,105.76,459,0.0002622,1.0,VBN,verb
Cute,Adjective,64.97,2.69,458,0.0002616,1.0,JJ,adjective
Chairs,Noun,69.07,53.78,456,0.0002605,1.0,NNS,noun
Metal,Noun,89.69,9.18,456,0.0002605,1.0,NN,noun
Younger,Adjective,39.31,95.27,455,0.0002599,1.0,JJR,adjective
Early,Adjective,-20.17,101.31,454,0.00025939999999999996,1.0,JJ,adjective
Normal,Adjective,63.6,7.07,454,0.00025939999999999996,1.0,JJ,adjective
Interested,Adjective,-10.74,86.47,453,0.0002588,1.0,JJ,adjective
Riding,Verb,115.42,-27.11,453,0.0002588,1.0,VBG,verb
Fence,Noun,111.28,-16.47,453,0.0002588,1.0,NN,noun
Birthday,Noun,-25.81,95.35,452,0.0002582,1.0,NN,noun
Havent,Verb,-11.32,100.08,450,0.0002571,1.0,VBP,verb
Card,Noun,47.4,40.41,447,0.00025540000000000003,1.0,NN,noun
Ice,Noun,55.05,32.23,447,0.00025540000000000003,1.0,NN,noun
Believe,Verb,5.5,88.54,446,0.0002548,1.0,VBP,verb
Hed,Noun,13.01,99.58,446,0.0002548,1.0,NN,noun
Watched,Verb,-72.94,69.9,445,0.0002542,1.0,VBD,verb
Jump,Verb,97.75,-36.98,445,0.0002542,1.0,VB,verb
Wear,Verb,95.11,29.05,445,0.0002542,1.0,VB,verb
Eventually,Adverb,85.64,-3.14,443,0.0002531,1.0,RB,adverb
Size,Noun,84.92,13.49,443,0.0002531,1.0,NN,noun
Answer,Noun,-32.07,108.23,443,0.0002531,1.0,NN,noun
Slowly,Adverb,102.69,-22.75,441,0.0002519,1.0,RB,adverb
Christmas,Proper Noun,65.27,16.66,441,0.0002519,1.0,NNP,proper noun
Excited,Adjective,-7.78,86.36,440,0.00025140000000000004,1.0,JJ,adjective
Showing,Verb,75.51,14.26,439,0.0002508,1.0,VBG,verb
Fight,Noun,88.73,-18.76,439,0.0002508,1.0,NN,noun
Questions,Noun,-32.43,108.15,439,0.0002508,1.0,NNS,noun
Ever,Adverb,3.11,92.06,439,0.0002508,1.0,RB,adverb
10,Other,53.04,47.95,438,0.00025019999999999996,1.0,CD,other
Board,Noun,43.56,50.41,437,0.0002496,1.0,NN,noun
Confused,Verb,2.16,88.72,437,0.0002496,1.0,VBN,verb
Bought,Verb,36.86,34.77,437,0.0002496,1.0,VBD,verb
Andrew,Proper Noun,-1.95,50.7,437,0.0002496,1.0,NNP,proper noun
Drink,Noun,53.58,30.19,435,0.00024849999999999997,1.0,NN,noun
Earlier,Adverb,-11.52,110.59,434,0.0002479,1.0,RBR,adverb
Wheelchair,Noun,74.87,50.27,434,0.0002479,1.0,NN,noun
Order,Noun,42.53,37.92,433,0.0002474,1.0,NN,noun
Garage,Noun,113.4,-13.96,433,0.0002474,1.0,NN,noun
Yeah,Noun,15.4,105.39,432,0.0002468,1.0,NN,noun
Furniture,Noun,68.75,30.17,432,0.0002468,1.0,NN,noun
Kevin,Proper Noun,1.02,42.46,431,0.00024619999999999997,1.0,NNP,proper noun
Wondering,Verb,-6.97,104.85,429,0.0002451,1.0,VBG,verb
Given,Verb,44.24,42.06,428,0.0002445,1.0,VBN,verb
Attention,Noun,15.42,85.65,427,0.0002439,1.0,NN,noun
Michael,Proper Noun,-74.86,67.15,426,0.0002434,1.0,NNP,proper noun
Downstairs,Noun,66.83,42.89,425,0.0002428,1.0,NNS,noun
Chicken,Noun,53.2,33.18,425,0.0002428,1.0,NN,noun
Cool,Adjective,49.74,14.81,425,0.0002428,1.0,JJ,adjective
Level,Noun,94.17,2.72,423,0.0002416,1.0,NN,noun
Square,Noun,84.85,10.54,423,0.0002416,1.0,NN,noun
Touch,Verb,47.55,80.78,422,0.0002411,1.0,VB,verb
Clear,Adjective,71.14,-25.15,421,0.0002405,1.0,JJ,adjective
Lock,Verb,105.02,13.19,421,0.0002405,1.0,VB,verb
Laying,Verb,57.14,67.25,421,0.0002405,1.0,VBG,verb
Trees,Noun,106.51,2.61,421,0.0002405,1.0,NNS,noun
System,Noun,33.21,46.56,421,0.0002405,1.0,NN,noun
Broken,Verb,60.48,11.11,420,0.0002399,1.0,VBN,verb
Ellie,Proper Noun,29.07,90.98,419,0.00023940000000000002,1.0,NNP,proper noun
Held,Verb,77.42,-29.64,419,0.00023940000000000002,1.0,VBD,verb
Hug,Verb,38.76,82.68,416,0.0002376,1.0,VBP,verb
Everywhere,Adverb,89.13,5.45,415,0.0002371,1.0,RB,adverb
Sick,Adjective,17.98,84.6,415,0.0002371,1.0,JJ,adjective
Lets,Proper Noun,9.98,96.52,415,0.0002371,1.0,NNP,proper noun
Pink,Noun,85.33,20.25,414,0.0002365000000000001,1.0,NN,noun
Gay,Noun,-78.06,67.01,414,0.0002365000000000001,1.0,NN,noun
Climb,Verb,96.74,4.57,414,0.0002365000000000001,1.0,VB,verb
Third,Adjective,61.74,51.6,414,0.0002365000000000001,1.0,JJ,adjective
Laughed,Verb,18.18,103.4,413,0.0002359,1.0,VBD,verb
Boxes,Noun,66.1,27.88,412,0.0002354,1.0,NNS,noun
Straight,Adjective,101.53,-24.9,412,0.0002354,1.0,JJ,adjective
Sent,Verb,-28.92,106.14,412,0.0002354,1.0,VBD,verb
Threw,Verb,98.21,-12.72,411,0.00023480000000000004,1.0,VBD,verb
Forgot,Verb,-15.78,107.14,411,0.00023480000000000004,1.0,VBD,verb
Library,Noun,-50.95,97.05,411,0.00023480000000000004,1.0,NN,noun
Pass,Verb,75.9,49.93,410,0.0002342,1.0,VBP,verb
Gives,Verb,40.92,63.43,409,0.00023359999999999999,1.0,VBZ,verb
Shows,Verb,44.29,33.72,409,0.00023359999999999999,1.0,VBZ,verb
Cover,Noun,82.56,15.81,408,0.0002331,1.0,NN,noun
Roof,Noun,96.62,2.87,407,0.0002325,1.0,NN,noun
Chocolate,Noun,53.4,32.99,407,0.0002325,1.0,NN,noun
Movies,Noun,-72.63,68.96,407,0.0002325,1.0,NNS,noun
Howard,Proper Noun,28.78,89.57,405,0.00023140000000000001,1.0,NNP,proper noun
Ago,Adverb,-14.01,98.98,405,0.00023140000000000001,1.0,RB,adverb
Scary,Adjective,89.26,-40.63,404,0.00023080000000000005,1.0,JJ,adjective
Calling,Verb,-27.51,110.47,403,0.0002302,1.0,VBG,verb
Orange,Noun,85.95,18.63,402,0.00022959999999999997,1.0,NN,noun
Hours,Noun,-18.35,101.21,402,0.00022959999999999997,1.0,NNS,noun
Students,Noun,-52.03,95.38,401,0.00022909999999999999,1.0,NNS,noun
Sign,Noun,29.7,31.08,401,0.00022909999999999999,1.0,NN,noun
Played,Verb,-32.59,89.38,401,0.00022909999999999999,1.0,VBD,verb
Everybody,Noun,-1.57,98.42,400,0.00022850000000000002,1.0,NN,noun
Fact,Noun,1.86,94.93,400,0.00022850000000000002,1.0,NN,noun
Camera,Noun,-43.59,102.89,400,0.00022850000000000002,1.0,NN,noun
Shed,Noun,96.68,-9.29,399,0.00022789999999999998,1.0,NN,noun
Ball,Noun,86.13,-30.29,399,0.00022789999999999998,1.0,NN,noun
Special,Adjective,41.23,33.1,398,0.0002274,1.0,JJ,adjective
Visit,Verb,5.85,52.88,398,0.0002274,1.0,VB,verb
Field,Noun,110.46,-37.1,398,0.0002274,1.0,NN,noun
Followed,Verb,94.0,-8.23,398,0.0002274,1.0,VBD,verb
Bar,Noun,44.16,30.24,398,0.0002274,1.0,NN,noun
Pieces,Noun,62.48,28.17,397,0.0002268,1.0,NNS,noun
Continue,Verb,16.89,88.54,396,0.0002262,1.0,VBP,verb
Hiding,Verb,93.35,-13.92,396,0.0002262,1.0,VBG,verb
Business,Noun,-31.77,99.32,396,0.0002262,1.0,NN,noun
Wedding,Noun,88.9,29.3,395,0.00022559999999999998,1.0,NN,noun
Swim,Verb,98.69,-44.68,395,0.00022559999999999998,1.0,VB,verb
Deep,Adjective,97.27,-40.9,394,0.0002251,1.0,JJ,adjective
Note,Noun,-37.86,102.34,392,0.0002239,1.0,NN,noun
Audience,Noun,-28.73,87.78,389,0.0002222,1.0,NN,noun
